역번호,역명,기준일자,이용요일,구분명,총인원수,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시-01시
103,당리,2025-01-28,화,승차,2793,0,0,0,12,38,62,76,119,174,179,232,245,326,215,231,226,233,147,92,71,60,37,16,2
103,당리,2025-01-28,화,하차,2673,0,0,0,2,8,35,47,85,80,135,182,138,180,198,197,217,272,224,183,145,118,116,78,33
103,당리,2025-01-29,수,승차,2235,0,0,0,5,30,49,60,104,106,146,163,167,199,163,197,171,172,145,104,116,86,36,14,2
103,당리,2025-01-29,수,하차,2166,0,0,0,1,4,34,73,72,65,78,113,113,147,125,177,178,195,183,142,133,104,111,95,23
103,당리,2025-01-30,목,승차,3001,0,0,0,7,35,48,68,106,178,200,269,296,319,274,237,265,184,178,86,111,68,53,13,6
103,당리,2025-01-30,목,하차,3041,0,0,0,0,7,35,46,56,73,98,125,165,144,204,281,329,319,283,237,207,172,152,85,23
103,당리,2025-01-31,금,승차,6684,0,0,0,15,82,161,387,600,420,438,519,537,482,495,524,455,441,470,204,185,109,89,66,5
103,당리,2025-01-31,금,하차,6758,0,0,0,0,12,99,161,534,308,337,356,362,440,486,499,553,623,715,398,292,223,185,126,49
104,사하,2025-01-01,수,승차,2487,0,0,0,5,60,285,117,94,148,168,193,210,210,184,218,162,133,133,67,55,22,12,6,5
104,사하,2025-01-01,수,하차,2283,0,0,0,0,6,39,45,194,105,93,84,147,152,173,209,206,189,152,120,121,110,70,48,20
104,사하,2025-01-02,목,승차,4813,0,0,0,19,72,217,472,666,392,416,332,288,309,267,293,302,244,220,120,76,59,37,8,4
104,사하,2025-01-02,목,하차,4286,0,0,0,2,14,44,86,228,145,181,234,256,258,268,393,369,440,537,266,198,168,115,65,19
104,사하,2025-01-03,금,승차,4671,0,0,0,14,82,211,431,689,382,320,294,250,284,288,281,296,269,235,125,87,69,51,11,2
104,사하,2025-01-03,금,하차,4238,0,0,0,2,15,52,78,180,121,156,231,202,259,284,355,390,451,550,279,204,155,157,89,28
104,사하,2025-01-04,토,승차,3629,0,0,0,13,72,106,126,263,293,273,332,376,329,260,308,251,248,155,82,63,36,19,20,4
104,사하,2025-01-04,토,하차,3198,0,0,0,0,11,35,55,86,91,138,151,246,219,253,302,319,285,254,200,162,156,133,70,32
104,사하,2025-01-05,일,승차,2493,0,0,0,5,30,73,75,163,198,251,214,271,268,229,178,174,140,75,49,38,33,16,10,3
104,사하,2025-01-05,일,하차,2289,0,0,0,1,5,22,28,58,58,111,98,117,148,196,250,258,216,204,135,139,111,78,41,15
104,사하,2025-01-06,월,승차,4664,0,0,0,9,82,225,454,723,414,332,285,288,332,271,232,263,235,221,136,62,67,25,6,2
104,사하,2025-01-06,월,하차,4291,0,0,0,0,12,45,81,186,129,189,231,264,256,306,339,384,458,612,261,175,157,118,75,13
104,사하,2025-01-07,화,승차,4619,0,0,0,17,67,227,439,742,387,338,259,304,340,251,261,249,280,198,88,75,54,33,8,2
104,사하,2025-01-07,화,하차,4235,0,0,0,3,16,41,84,194,163,165,214,276,243,298,378,351,459,551,283,168,151,129,50,18
104,사하,2025-01-08,수,승차,4753,0,0,0,12,75,222,433,728,403,313,315,294,312,300,273,282,285,223,107,92,39,33,11,1
104,사하,2025-01-08,수,하차,4290,0,0,0,0,15,38,66,205,162,174,229,237,255,284,381,406,466,523,256,201,176,128,75,13
104,사하,2025-01-09,목,승차,4508,0,0,0,7,88,209,419,672,409,318,298,313,319,254,218,259,268,198,82,61,57,41,12,6
104,사하,2025-01-09,목,하차,4184,1,0,0,0,9,60,75,206,147,198,199,238,252,268,334,398,420,547,268,181,180,101,82,20
104,사하,2025-01-10,금,승차,4284,0,0,0,5,79,197,396,656,351,255,247,249,271,253,229,229,293,257,108,95,48,45,18,3
104,사하,2025-01-10,금,하차,3877,3,0,0,1,14,46,62,167,113,140,144,217,213,244,326,361,435,517,247,202,156,150,80,39
104,사하,2025-01-11,토,승차,3521,0,0,0,8,59,113,142,248,287,303,316,342,328,241,265,268,219,170,77,47,38,32,14,4
104,사하,2025-01-11,토,하차,3126,0,0,0,2,16,36,45,75,94,111,188,200,228,205,260,342,289,251,219,194,140,121,77,33
104,사하,2025-01-12,일,승차,2626,0,0,0,9,38,49,89,154,216,258,248,255,301,220,198,164,168,88,67,53,30,11,6,4
104,사하,2025-01-12,일,하차,2415,0,0,0,0,7,22,33,53,83,105,113,150,162,263,226,246,246,193,136,108,118,79,53,19
104,사하,2025-01-13,월,승차,4814,0,0,0,7,79,217,435,751,413,320,349,348,351,278,269,237,276,208,100,80,45,36,11,4
104,사하,2025-01-13,월,하차,4421,0,0,0,0,11,49,81,212,214,208,252,262,247,296,350,383,428,563,262,203,160,138,77,25
104,사하,2025-01-14,화,승차,4775,3,0,0,12,99,211,444,739,422,346,291,306,323,329,269,242,268,197,105,67,52,36,10,4
104,사하,2025-01-14,화,하차,4351,4,0,0,1,13,39,85,190,187,183,244,230,250,276,392,401,416,586,259,193,174,139,66,23
104,사하,2025-01-15,수,승차,4863,3,0,0,8,82,211,444,741,422,322,315,324,351,297,258,269,289,222,128,72,60,33,10,2
104,사하,2025-01-15,수,하차,4377,3,0,0,2,9,43,84,207,169,200,249,244,269,272,391,362,473,523,273,199,168,143,80,14
104,사하,2025-01-16,목,승차,4735,0,0,0,7,88,219,419,709,358,307,321,301,354,302,290,263,310,201,107,70,54,37,16,2
104,사하,2025-01-16,목,하차,4311,0,0,0,0,13,45,79,210,186,192,234,227,243,293,349,404,464,508,263,188,173,140,72,28
104,사하,2025-01-17,금,승차,5174,0,0,0,6,85,226,437,736,466,342,344,358,380,326,275,305,304,259,123,81,52,42,18,9
104,사하,2025-01-17,금,하차,4555,0,0,0,1,10,48,91,212,186,203,231,270,297,325,403,410,392,572,261,198,175,143,96,31
104,사하,2025-01-18,토,승차,3872,2,0,0,11,81,114,162,281,320,305,380,408,391,263,253,277,234,175,81,65,29,28,9,3
104,사하,2025-01-18,토,하차,3440,2,0,0,2,14,33,52,101,105,150,187,229,254,269,319,348,332,268,190,163,158,152,78,34
104,사하,2025-01-19,일,승차,2747,0,0,0,8,32,73,88,173,236,254,309,270,256,268,191,147,161,103,58,54,29,26,7,4
104,사하,2025-01-19,일,하차,2471,0,0,0,2,9,41,27,53,56,125,112,135,176,185,239,270,267,211,151,129,126,87,54,16
104,사하,2025-01-20,월,승차,4971,0,0,0,12,99,221,473,748,459,327,342,268,416,288,277,276,284,221,104,57,49,33,12,5
104,사하,2025-01-20,월,하차,4549,2,0,0,0,17,44,73,211,201,235,256,242,302,307,377,425,466,549,269,181,174,121,72,25
104,사하,2025-01-21,화,승차,4910,0,0,0,8,94,229,461,747,438,332,307,328,353,307,312,234,278,205,103,80,46,41,6,1
104,사하,2025-01-21,화,하차,4475,0,1,0,1,14,39,95,212,194,223,253,201,269,302,339,426,459,527,294,201,187,129,81,28
104,사하,2025-01-22,수,승차,5070,0,0,0,7,93,234,463,724,431,380,348,323,376,314,279,223,301,260,139,91,43,28,11,2
104,사하,2025-01-22,수,하차,4605,0,0,0,1,16,44,86,218,207,205,287,283,289,322,387,396,470,543,260,186,174,114,95,22
104,사하,2025-01-23,목,승차,5032,0,0,0,10,85,223,448,741,427,343,335,340,354,319,301,261,288,256,109,62,67,38,22,3
104,사하,2025-01-23,목,하차,4558,0,2,0,2,16,51,89,212,170,238,268,234,264,290,364,405,498,533,284,182,211,139,76,30
104,사하,2025-01-24,금,승차,5388,2,0,0,17,101,231,457,721,431,384,378,348,370,351,322,320,364,260,124,78,60,47,20,2
104,사하,2025-01-24,금,하차,4714,2,0,0,1,16,42,84,232,175,238,256,242,322,333,403,417,469,515,283,209,188,152,100,35
104,사하,2025-01-25,토,승차,4089,0,0,0,13,65,112,170,278,334,338,369,396,338,300,265,334,290,195,111,70,61,35,13,2
104,사하,2025-01-25,토,하차,3587,0,1,0,1,13,38,51,88,123,159,245,262,285,266,314,363,308,242,226,152,158,134,112,46
104,사하,2025-01-26,일,승차,2992,0,0,0,11,40,61,87,174,235,287,283,247,296,261,227,262,197,140,82,46,26,21,6,3
104,사하,2025-01-26,일,하차,2693,0,0,0,1,8,31,38,56,80,123,170,138,207,192,251,273,247,202,147,172,120,114,81,42
104,사하,2025-01-27,월,승차,3526,0,0,0,6,50,106,110,205,266,285,269,307,313,312,278,276,281,194,100,70,39,31,25,3
104,사하,2025-01-27,월,하차,3110,0,0,0,0,9,34,54,88,85,172,192,194,220,268,255,264,291,249,152,186,151,123,93,30
104,사하,2025-01-28,화,승차,2312,0,0,0,2,34,61,66,127,159,167,177,171,222,210,198,173,180,133,96,39,44,32,15,6
104,사하,2025-01-28,화,하차,2158,0,0,0,0,9,28,41,49,64,91,148,118,146,149,162,196,219,191,134,145,95,95,51,27
104,사하,2025-01-29,수,승차,1881,0,0,0,5,22,62,61,98,100,100,139,131,127,196,180,147,137,126,79,69,59,24,15,4
104,사하,2025-01-29,수,하차,1644,0,0,0,1,9,21,40,55,66,69,86,86,111,146,107,128,157,139,96,91,98,81,43,14
104,사하,2025-01-30,목,승차,2481,0,0,0,8,23,56,61,125,163,160,224,243,269,218,216,179,190,129,81,64,36,19,15,2
104,사하,2025-01-30,목,하차,2045,0,0,0,2,4,24,29,29,44,60,107,93,115,151,189,209,232,183,116,137,140,112,46,23
104,사하,2025-01-31,금,승차,4585,0,0,0,8,74,158,320,593,376,341,350,322,352,298,289,255,311,233,126,72,56,32,17,2
104,사하,2025-01-31,금,하차,3985,0,0,0,2,12,36,69,164,161,152,215,261,239,268,305,372,408,474,240,234,138,117,88,30
105,괴정,2025-01-01,수,승차,5033,0,0,0,9,117,272,128,193,270,287,432,418,484,469,461,359,342,233,193,141,121,71,31,2
105,괴정,2025-01-01,수,하차,5129,0,0,0,0,26,134,84,341,260,200,257,347,352,371,446,542,509,363,227,230,199,140,70,31
105,괴정,2025-01-02,목,승차,9164,0,0,0,16,132,300,667,916,615,574,644,610,689,632,729,599,679,609,279,163,180,88,39,4
105,괴정,2025-01-02,목,하차,9260,0,0,0,2,25,166,230,484,427,415,568,589,638,711,802,845,920,1007,486,346,259,205,105,30
105,괴정,2025-01-03,금,승차,9571,0,0,0,14,147,300,636,928,604,619,657,913,582,633,707,648,706,630,309,203,168,121,39,7
105,괴정,2025-01-03,금,하차,9414,0,0,0,0,28,178,247,508,420,438,555,542,586,691,871,745,908,1131,523,351,264,221,148,59
105,괴정,2025-01-04,토,승차,7604,0,0,0,10,107,147,222,393,475,620,659,747,744,645,605,634,520,321,250,153,173,128,41,10
105,괴정,2025-01-04,토,하차,7545,0,0,0,0,23,123,150,294,351,393,451,585,619,543,685,723,704,531,369,339,259,206,128,69
105,괴정,2025-01-05,일,승차,5130,0,0,0,12,79,96,127,254,378,377,383,495,484,511,486,387,350,235,165,109,101,79,17,5
105,괴정,2025-01-05,일,하차,5008,0,0,0,0,17,87,74,123,182,230,297,369,397,460,509,512,411,440,269,213,178,138,73,29
105,괴정,2025-01-06,월,승차,9512,0,0,0,19,135,343,644,970,621,636,681,773,718,644,619,702,675,575,287,197,136,93,35,9
105,괴정,2025-01-06,월,하차,9545,0,0,0,2,29,164,242,562,451,490,611,651,648,720,831,764,902,1075,498,311,235,201,111,47
105,괴정,2025-01-07,화,승차,9457,0,0,0,19,149,310,638,946,620,598,681,729,684,671,766,571,712,583,261,199,174,101,39,6
105,괴정,2025-01-07,화,하차,9568,2,0,0,0,29,161,230,576,467,453,582,702,669,641,746,816,969,1071,498,344,276,199,102,35
105,괴정,2025-01-08,수,승차,9294,0,0,0,14,145,321,611,960,617,562,640,669,662,647,676,672,742,585,273,206,161,97,28,6
105,괴정,2025-01-08,수,하차,9426,0,0,0,0,27,161,256,510,405,460,527,617,567,723,783,833,973,1076,490,350,279,243,110,36
105,괴정,2025-01-09,목,승차,8558,0,0,0,10,147,289,643,936,551,489,548,624,627,579,594,562,653,564,266,177,172,83,39,5
105,괴정,2025-01-09,목,하차,8623,0,0,0,0,35,133,233,525,385,368,462,538,516,629,746,757,917,1034,449,321,244,213,92,26
105,괴정,2025-01-10,금,승차,8614,0,0,0,16,124,289,562,908,520,491,503,600,612,535,668,588,706,630,300,199,167,141,45,10
105,괴정,2025-01-10,금,하차,8730,0,0,0,2,22,137,227,501,388,380,472,573,539,574,723,704,857,1112,498,321,277,221,156,46
105,괴정,2025-01-11,토,승차,7641,0,0,0,9,103,138,226,393,477,620,652,687,722,663,580,630,596,381,273,182,131,129,44,5
105,괴정,2025-01-11,토,하차,7543,0,0,0,1,26,95,148,289,341,370,464,540,607,542,665,786,726,488,371,371,267,234,173,39
105,괴정,2025-01-12,일,승차,5338,0,0,0,9,65,104,116,252,366,449,460,518,529,509,438,355,385,221,213,106,125,92,21,5
105,괴정,2025-01-12,일,하차,5422,0,0,0,0,16,66,63,129,180,257,308,413,422,472,617,556,511,433,291,214,197,155,92,30
105,괴정,2025-01-13,월,승차,9594,0,0,0,18,123,301,637,1017,651,606,685,703,703,682,684,720,697,589,295,170,175,99,34,5
105,괴정,2025-01-13,월,하차,9547,0,0,0,1,28,159,230,522,470,487,652,594,632,741,778,828,926,1094,503,328,267,191,88,28
105,괴정,2025-01-14,화,승차,9806,0,0,0,9,130,313,659,999,671,634,669,730,778,711,695,611,702,656,266,211,186,113,55,8
105,괴정,2025-01-14,화,하차,9913,0,0,0,2,25,179,233,543,457,549,662,629,624,692,853,850,919,1194,495,356,283,226,99,43
105,괴정,2025-01-15,수,승차,9529,0,0,0,8,138,291,644,977,666,602,678,686,703,678,654,677,713,598,309,184,165,116,38,4
105,괴정,2025-01-15,수,하차,9622,0,0,0,1,34,160,248,535,443,457,605,638,617,661,724,893,988,1064,507,342,316,249,105,35
105,괴정,2025-01-16,목,승차,9376,0,0,0,14,122,326,655,943,633,537,625,678,726,678,661,602,732,600,283,205,202,106,38,10
105,괴정,2025-01-16,목,하차,9406,0,0,0,0,28,158,242,470,411,435,524,648,654,628,846,799,945,1076,477,387,283,236,115,44
105,괴정,2025-01-17,금,승차,10177,0,0,0,9,124,318,633,1032,685,685,744,702,750,662,676,704,794,713,298,272,165,148,55,8
95,다대포해수욕장,2025-01-01,수,승차,8126,0,1,0,14,42,49,2203,1558,466,296,283,309,337,365,527,498,517,266,170,98,79,38,10,0
95,다대포해수욕장,2025-01-01,수,하차,7674,0,1,0,0,89,1826,2338,116,109,205,282,297,356,388,376,357,295,185,132,81,74,50,71,46
95,다대포해수욕장,2025-01-02,목,승차,4893,1,0,0,21,78,144,372,387,277,388,328,337,377,358,472,364,373,210,159,87,90,57,13,0
95,다대포해수욕장,2025-01-02,목,하차,3965,1,4,0,1,23,102,143,169,160,177,249,301,363,301,311,339,296,321,239,143,99,92,82,49
95,다대포해수욕장,2025-01-03,금,승차,4572,0,0,0,27,68,145,343,408,303,304,332,276,334,338,401,300,363,237,139,102,70,69,13,0
95,다대포해수욕장,2025-01-03,금,하차,3707,0,0,0,2,24,82,144,169,155,162,217,259,286,262,281,327,300,305,219,129,139,113,79,53
95,다대포해수욕장,2025-01-04,토,승차,4608,0,0,0,18,49,82,124,235,260,331,354,390,380,388,485,466,404,239,127,99,107,54,16,0
95,다대포해수욕장,2025-01-04,토,하차,3869,0,0,0,0,24,62,100,149,143,236,252,316,352,417,354,284,290,208,157,144,124,117,72,68
95,다대포해수욕장,2025-01-05,일,승차,3697,0,0,0,13,34,70,83,177,205,196,284,300,328,396,425,379,306,180,119,71,73,47,11,0
95,다대포해수욕장,2025-01-05,일,하차,3215,0,0,0,0,23,40,57,97,116,244,293,257,337,343,291,273,224,144,123,105,100,64,52,32
95,다대포해수욕장,2025-01-06,월,승차,4725,0,0,1,20,78,138,389,411,312,349,355,344,392,490,369,278,260,205,124,94,68,33,15,0
95,다대포해수욕장,2025-01-06,월,하차,3882,1,0,0,1,19,94,148,177,154,206,219,356,313,301,266,329,328,313,216,145,91,79,69,57
95,다대포해수욕장,2025-01-07,화,승차,4382,0,0,0,23,66,142,389,420,309,319,346,296,325,358,334,246,315,197,97,76,65,49,10,0
95,다대포해수욕장,2025-01-07,화,하차,3510,0,0,0,0,26,75,151,178,138,158,208,278,260,260,241,270,303,285,217,143,102,85,88,44
95,다대포해수욕장,2025-01-08,수,승차,4560,0,0,0,19,78,141,366,413,293,324,337,353,343,409,383,264,334,204,94,82,64,42,15,2
95,다대포해수욕장,2025-01-08,수,하차,3682,0,0,0,0,27,61,155,182,152,186,209,300,288,288,285,297,280,324,213,131,104,85,69,46
95,다대포해수욕장,2025-01-09,목,승차,3972,0,0,0,22,62,137,361,359,298,276,298,333,327,284,271,224,269,165,98,70,62,44,11,1
95,다대포해수욕장,2025-01-09,목,하차,3108,0,0,0,1,21,74,132,169,134,125,167,224,214,224,215,287,251,246,190,119,96,90,84,45
95,다대포해수욕장,2025-01-10,금,승차,3836,3,0,0,21,55,138,323,354,250,234,262,285,281,272,259,227,311,211,112,85,69,68,16,0
95,다대포해수욕장,2025-01-10,금,하차,3008,3,0,0,1,22,63,145,149,91,106,146,188,206,182,198,269,263,279,178,122,135,123,85,54
95,다대포해수욕장,2025-01-11,토,승차,4045,0,0,0,18,51,77,121,212,271,250,295,346,393,320,409,348,366,185,135,80,79,65,24,0
95,다대포해수욕장,2025-01-11,토,하차,3358,0,0,0,1,22,49,67,113,134,166,203,268,326,295,287,315,267,180,150,157,105,112,84,57
95,다대포해수욕장,2025-01-12,일,승차,3431,2,0,0,12,34,60,91,162,207,212,318,281,299,343,419,278,234,172,84,92,77,41,13,0
95,다대포해수욕장,2025-01-12,일,하차,2990,2,0,0,0,18,41,55,84,140,234,215,235,291,307,256,226,222,156,121,106,110,78,44,49
95,다대포해수욕장,2025-01-13,월,승차,4666,0,0,0,22,69,156,371,429,336,344,363,300,330,348,413,299,352,211,116,73,66,53,15,0
95,다대포해수욕장,2025-01-13,월,하차,3761,0,0,0,1,23,68,147,178,128,184,203,282,298,294,303,323,288,313,223,163,118,100,81,43
95,다대포해수욕장,2025-01-14,화,승차,4877,0,0,0,21,74,146,365,396,326,327,318,345,356,421,447,369,354,225,127,100,92,54,14,0
95,다대포해수욕장,2025-01-14,화,하차,4001,0,0,0,0,27,65,144,211,154,182,263,334,323,335,302,343,277,275,228,150,123,109,96,60
95,다대포해수욕장,2025-01-15,수,승차,4627,0,0,1,23,63,157,375,400,330,354,376,320,381,331,369,248,332,238,97,93,69,56,13,1
95,다대포해수욕장,2025-01-15,수,하차,3702,1,0,0,1,26,76,143,208,149,184,241,271,312,212,245,299,313,292,217,144,140,100,80,48
95,다대포해수욕장,2025-01-16,목,승차,4732,0,0,0,24,63,141,367,393,336,317,390,351,365,334,402,306,334,196,129,131,82,57,14,0
95,다대포해수욕장,2025-01-16,목,하차,3866,0,0,0,1,24,69,134,208,165,191,252,272,321,295,250,329,315,310,237,150,108,120,72,43
95,다대포해수욕장,2025-01-17,금,승차,5078,0,0,0,22,65,151,384,401,331,372,356,374,360,370,467,372,338,252,156,124,74,89,19,1
95,다대포해수욕장,2025-01-17,금,하차,4050,0,0,0,0,25,83,132,225,165,207,233,309,310,294,252,344,299,347,233,163,113,147,102,67
95,다대포해수욕장,2025-01-18,토,승차,4703,0,0,0,23,55,78,140,255,287,305,390,411,398,393,471,407,407,278,128,114,83,56,24,0
95,다대포해수욕장,2025-01-18,토,하차,3996,0,0,0,2,25,44,95,145,167,273,287,318,413,356,348,332,273,207,176,138,113,121,96,67
95,다대포해수욕장,2025-01-19,일,승차,4051,0,0,0,14,49,72,100,171,233,240,284,330,330,392,412,427,341,244,161,95,77,65,12,2
95,다대포해수욕장,2025-01-19,일,하차,3576,2,0,0,0,22,46,73,84,161,239,285,289,339,399,329,294,263,199,165,117,123,79,33,35
95,다대포해수욕장,2025-01-20,월,승차,4787,0,0,0,23,70,142,363,433,331,370,396,342,350,354,389,326,330,223,104,114,72,43,12,0
95,다대포해수욕장,2025-01-20,월,하차,3949,0,0,0,0,25,83,153,221,170,220,225,311,342,320,296,291,286,326,213,132,130,93,69,43
95,다대포해수욕장,2025-01-21,화,승차,4823,3,0,0,22,63,134,373,409,331,333,377,308,325,343,445,349,338,246,157,95,86,66,20,0
95,다대포해수욕장,2025-01-21,화,하차,3903,2,0,0,0,25,93,158,220,165,204,245,268,336,247,300,322,287,309,211,142,134,114,83,38
95,다대포해수욕장,2025-01-22,수,승차,5082,0,0,0,25,75,160,369,436,323,389,428,329,378,401,431,329,365,240,127,104,88,65,20,0
95,다대포해수욕장,2025-01-22,수,하차,4072,0,0,0,0,22,68,158,211,170,215,223,306,363,298,331,321,280,320,237,170,105,103,97,74
95,다대포해수욕장,2025-01-23,목,승차,4792,3,0,0,32,71,147,348,384,284,347,355,374,369,404,419,321,295,250,122,103,98,47,18,1
95,다대포해수욕장,2025-01-23,목,하차,3962,0,3,0,0,22,85,143,228,205,244,276,301,304,284,278,290,305,307,204,133,118,104,72,56
95,다대포해수욕장,2025-01-24,금,승차,5170,3,0,0,23,71,148,355,398,306,385,382,364,366,402,478,381,382,284,150,101,88,82,21,0
95,다대포해수욕장,2025-01-24,금,하차,4084,2,0,0,0,24,78,154,192,189,204,222,315,347,324,282,358,278,337,199,146,130,136,97,70
95,다대포해수욕장,2025-01-25,토,승차,4494,2,0,0,21,48,71,136,196,303,339,379,397,356,427,378,367,351,273,146,112,94,86,12,0
95,다대포해수욕장,2025-01-25,토,하차,3573,2,0,0,0,23,59,84,117,155,205,242,337,300,293,294,323,265,211,154,137,104,98,102,68
95,다대포해수욕장,2025-01-26,일,승차,3404,0,0,0,10,38,57,100,159,227,246,309,253,300,313,287,302,227,199,108,95,88,74,12,0
95,다대포해수욕장,2025-01-26,일,하차,3079,0,0,0,0,22,47,71,103,162,210,197,155,244,235,261,241,258,191,160,142,113,95,100,72
95,다대포해수욕장,2025-01-27,월,승차,3513,0,0,0,19,34,65,116,157,180,214,246,257,280,342,362,361,312,237,114,84,60,59,13,1
95,다대포해수욕장,2025-01-27,월,하차,2758,2,0,0,0,12,30,44,65,70,78,127,155,203,230,274,309,287,196,171,129,117,103,85,71
95,다대포해수욕장,2025-01-28,화,승차,2874,0,0,0,12,28,53,58,105,140,198,235,274,247,240,258,260,264,178,95,92,81,38,18,0
95,다대포해수욕장,2025-01-28,화,하차,2408,0,0,0,0,19,32,53,66,81,131,159,173,177,205,207,246,216,141,123,83,92,88,64,52
95,다대포해수욕장,2025-01-29,수,승차,2673,0,0,0,15,26,48,74,90,95,104,150,151,245,227,300,326,250,246,125,86,47,53,15,0
95,다대포해수욕장,2025-01-29,수,하차,2394,0,0,0,0,12,28,41,71,86,78,153,179,222,295,225,256,224,117,100,74,59,69,61,44
95,다대포해수욕장,2025-01-30,목,승차,3699,0,0,0,11,22,54,64,93,146,163,278,299,281,411,446,473,312,278,129,95,82,50,12,0
95,다대포해수욕장,2025-01-30,목,하차,3340,0,0,0,0,20,37,42,67,113,170,255,263,310,373,334,290,272,187,141,130,120,81,74,61
95,다대포해수욕장,2025-01-31,금,승차,5070,0,0,0,16,56,125,305,352,303,337,338,312,419,405,534,465,409,280,142,96,90,68,18,0
95,다대포해수욕장,2025-01-31,금,하차,4097,0,0,0,0,20,78,96,163,165,201,235,336,383,351,339,338,317,308,237,138,99,143,90,60
96,다대포항,2025-01-01,수,승차,2217,0,0,0,5,33,79,104,205,143,116,186,160,160,164,218,155,135,121,80,74,39,37,2,1
96,다대포항,2025-01-01,수,하차,2273,0,0,0,0,18,87,123,93,109,89,129,181,151,187,190,211,199,126,98,101,71,55,37,18
96,다대포항,2025-01-02,목,승차,3452,0,0,0,15,63,124,263,290,230,234,256,244,248,213,257,249,260,228,90,63,59,54,11,1
96,다대포항,2025-01-02,목,하차,3824,0,0,0,0,23,101,134,207,161,215,222,221,279,307,352,324,363,373,183,127,91,78,46,17
96,다대포항,2025-01-03,금,승차,3508,0,0,0,2,72,113,282,282,200,224,250,239,195,241,256,240,307,261,107,85,72,58,19,3
96,다대포항,2025-01-03,금,하차,3748,0,0,0,0,22,127,137,202,152,207,200,242,206,289,321,329,340,356,209,98,109,97,67,38
96,다대포항,2025-01-04,토,승차,3110,0,0,0,8,46,54,86,161,163,211,303,288,248,271,239,267,233,151,123,114,79,49,13,3
96,다대포항,2025-01-04,토,하차,3329,0,0,0,0,20,95,73,136,206,202,219,271,238,220,250,316,308,233,163,115,97,80,56,31
96,다대포항,2025-01-05,일,승차,2034,7,0,0,3,32,29,56,86,127,126,155,174,177,218,200,174,162,108,72,59,42,24,1,2
96,다대포항,2025-01-05,일,하차,2257,8,0,0,1,16,81,46,65,93,110,145,170,167,149,238,253,201,150,117,82,60,53,37,15
96,다대포항,2025-01-06,월,승차,3646,0,0,0,9,66,114,264,310,262,242,270,260,238,267,270,281,277,252,79,65,76,37,6,1
96,다대포항,2025-01-06,월,하차,3973,0,0,0,0,22,126,132,238,167,226,254,225,266,364,336,333,367,367,178,109,107,80,55,21
96,다대포항,2025-01-07,화,승차,3449,0,0,0,4,55,121,259,310,195,239,280,219,223,235,264,229,301,224,91,83,44,65,7,1
96,다대포항,2025-01-07,화,하차,3836,0,0,0,0,21,119,135,237,162,190,231,187,256,299,342,370,343,374,202,102,105,80,51,30
96,다대포항,2025-01-08,수,승차,3556,0,0,0,7,58,110,278,336,228,241,227,197,239,264,321,262,254,231,98,85,71,40,8,1
96,다대포항,2025-01-08,수,하차,3923,0,0,0,0,29,112,152,238,161,191,230,270,226,302,352,298,383,427,172,118,111,74,50,27
96,다대포항,2025-01-09,목,승차,3261,0,0,0,7,60,105,261,302,203,203,215,238,216,232,224,244,273,190,68,95,67,49,9,0
96,다대포항,2025-01-09,목,하차,3655,0,0,0,0,23,117,134,214,158,177,226,207,212,279,336,290,349,369,212,114,105,80,39,14
96,다대포항,2025-01-10,금,승차,3184,0,0,0,5,53,114,243,277,199,177,196,199,230,216,238,213,262,234,89,107,67,53,10,2
96,다대포항,2025-01-10,금,하차,3477,0,0,0,0,15,80,160,219,140,179,200,192,176,265,290,274,326,364,195,94,115,94,68,31
96,다대포항,2025-01-11,토,승차,3005,0,0,0,4,52,52,87,151,187,235,229,309,272,229,253,229,241,142,104,94,72,46,16,1
96,다대포항,2025-01-11,토,하차,3237,0,0,0,0,12,61,72,123,180,136,272,263,237,248,252,287,310,245,146,109,107,92,61,24
96,다대포항,2025-01-12,일,승차,2159,0,0,0,3,36,54,75,88,105,164,153,218,174,279,205,158,158,98,67,45,49,25,4,1
96,다대포항,2025-01-12,일,하차,2318,0,0,0,0,14,82,38,66,73,118,182,223,196,185,219,203,175,162,100,90,83,56,38,15
96,다대포항,2025-01-13,월,승차,3671,0,0,0,9,66,119,249,310,263,285,240,249,282,270,251,284,291,259,74,71,43,52,4,0
96,다대포항,2025-01-13,월,하차,4108,0,0,0,0,22,115,150,280,172,231,308,259,268,294,335,339,387,358,210,112,111,83,54,20
96,다대포항,2025-01-14,화,승차,3618,0,0,0,10,66,110,271,308,241,243,274,264,258,240,254,265,290,214,80,93,61,61,14,1
96,다대포항,2025-01-14,화,하차,3997,0,0,0,0,20,115,144,262,151,200,250,229,258,349,362,343,324,364,208,125,112,97,58,26
96,다대포항,2025-01-15,수,승차,3588,0,0,0,9,58,124,265,323,222,244,253,235,247,231,267,289,305,211,90,102,67,34,11,1
96,다대포항,2025-01-15,수,하차,4047,0,0,0,0,24,118,147,264,161,194,260,259,275,295,381,321,354,370,212,120,127,82,61,22
96,다대포항,2025-01-16,목,승차,3537,0,0,0,7,65,104,273,303,226,249,196,241,230,268,297,231,251,265,106,87,72,52,13,1
